business_id_1,business_id_2,similarity
Hb72oiMn7DmE5Ag5px01Fg,V3axGcLhzheRP8VBvS13vQ,0.5
Hgcj-_rcTfHIEbHMUpDs4w,nZvjGGWpzkPOf0ypOezoZg,0.5
HjJp2tI4Xzs7MKyL31E0DA,cCM4ERe4Ot9oMuAiJb0F_Q,0.5
Hooe-5-Drf63HI9Pj6dA5w,Inh4zML74UuNekCzM_JP2w,0.5
HpIEmY43r-mnjmwj_qg-qg,MDm45O3RLf90hKy-tVsfNg,1.0
HpIEmY43r-mnjmwj_qg-qg,_HhZV5S7sypfcE2AcEkL4w,0.5
HpIEmY43r-mnjmwj_qg-qg,q5O7SDxC6GpThfEdOYKw4A,0.5
HpKcIWjcq3osQ13pBF0RXw,vmHnZhAnPtrDZiomYR-YgA,0.5
HqSoVfyjETNch22DIrcB8Q,uJskEypcuwx_WhCWiSmJKg,0.5
HzvKe4EbQF0Wtf_WzIcvQA,Q3CQumXTxIPC0wecw3-C_Q,0.5
HzvKe4EbQF0Wtf_WzIcvQA,S4AoACdQHexs4tMiodZiYg,0.5
HzvKe4EbQF0Wtf_WzIcvQA,VdWMXE1mw1-XeAYlq2T4xQ,1.0
I-TOun_YsoMBVM9QWW8C1g,XbG4OgFoaSIxQxVRhTxU2w,0.5
I4k8ZjZE1ugtC10g7vyRpQ,QDYOU5G_X0PdbN-_WzxBiQ,0.5
ICimDC0cbPBMfeQd88IicQ,RHhjgjO1gVmO_xGCUYqLwA,0.5
ICimDC0cbPBMfeQd88IicQ,jtvy90-8KNih9-LanDTiOg,1.0
IKYlLupfcXakHr8uzyVsuA,jGajKCm6-urgLQeNyeL-FA,0.5
IKYlLupfcXakHr8uzyVsuA,lUM741nAWb4WL-pGiqo7Bw,0.5
IKYlLupfcXakHr8uzyVsuA,xBWTtwUd3tFCX5vobs2p7A,0.5
IOxRbnv2YnLtErYY3TrU3A,WEs9MN1M6tixwEz844jCUw,0.5
IOxRbnv2YnLtErYY3TrU3A,WvkxYyA1fXDPDyqIVn8zBQ,0.5
IOxRbnv2YnLtErYY3TrU3A,j6MtKpKdqZC2wXnQetGBIQ,0.5
IOxRbnv2YnLtErYY3TrU3A,uyFQv-D-E5JfNIu3_xOVww,0.5
Icj9QzQxqvzOmPm_liAq1Q,Jo5G_-AN2S1Qv6ngeF79aw,0.5
IdjZYxqGmqrFpAikkoIDcg,VxncdfkMZ4CLCbkFAGRhvA,0.5
Ijdoi6pDMK3Burw3TtAOZg,jYU4Nd71giCWpLuj5JIxgg,0.5
ImSA-iQAAV_mHd32y4VIVA,wpDJUu8Ty_eyQJENUy7fIw,0.5
ImSA-iQAAV_mHd32y4VIVA,z3hD4GX5gSJtuqNhN-o2cg,1.0
IzOAFrYWu0Q7bFVQApZRBA,dwAPMrdLwSn1KCsJzz_oLA,0.5
IzOAFrYWu0Q7bFVQApZRBA,lOAzmLdEC8fyM4KeZAnfDQ,0.5
J5U-nbhKSnnX7DJGT6QELg,Lwb6bG1Qu3BbW7FJj5suLw,0.5
J5U-nbhKSnnX7DJGT6QELg,aokqWHt8vMf5iwj8KZZ5eg,0.5
JBmdGTvwGnwDx4eNPQSW7g,MFfK5cLkIjdD5ONn0qB_aA,1.0
JI88Hdn6TM6rpYIUEk_xwA,Shga7lyRNRFQWoFqTPUQCw,0.5
J_aDvUEqJPAj4wwKs67uiw,rT7TTeYUtsDAeYQAZYvn6w,0.5
JfC7ufsnkzAwNFfoIcAHNw,Q1l-m9N_g-dJ6WGFoOsiCw,0.5
JgtawtDX0Oie8ZXz2NfjYQ,PJOIEJgVVjh9KDBlVwjzQw,0.5
JkncPZ1jFi0_n23Ptl8jGQ,R6CvLpMoDEGQ7QApfVUvyw,0.5
JmYYGu_FIdYVvNXRsucAvQ,PgMt7JtwUB-QUoRZAbwUng,1.0
JmYYGu_FIdYVvNXRsucAvQ,a9KUNRphQVLeCsC3RAEQPA,0.5
JmYYGu_FIdYVvNXRsucAvQ,zrtRx2bm55zVeYIpzLLm3w,0.5
Jo5G_-AN2S1Qv6ngeF79aw,PCugqia4CsE9krMJyJ8UXw,0.5
JtrOIfm4pIBEZgRIlwI_Jw,WvunDFSs2hJrPHVFqB6Y1w,0.5
JtrOIfm4pIBEZgRIlwI_Jw,t7b_86s_Q__P35H9NXedhw,0.5
K2lscpx0S9wpqNz0s9AIwQ,iO86eCaZJBHqi1sZ1ELk6A,1.0
KEyjG-6G4Dbo3p1Wmnxs4Q,fOqRkFQNazfaAkH2eD_G6Q,0.5
KSIojNhortNYG6MHqjTxlQ,ZyngwaGb_qLTwCvkU-MP5A,0.5
KXiwq_g2w1Sh4Y7_1nNS1Q,OsYA1vCXgopNOOpssou0uw,0.5
KYxiIkANSVjLhdO939GK6A,fyC9gornWONtfkVEO4pqbw,0.5
Kb43diOoBV4l77bxpn2k3Q,MOd-00nJo6xwg-cZT-RBTQ,0.5
KmOl0a5UhaKAK8S_K7HCTA,or4yipilbCkKIFnF1RP5Ow,0.5
KokCcoahHa2ajm-C_7bJrw,XikzLI3Zm02WR9a2xO5C-w,0.5
KokCcoahHa2ajm-C_7bJrw,nt4EQk5UGYrfKecua941FQ,0.5
KqhvtfJITeZDVubTnMVAlg,hBOLo0Zg_3hlQ-z-3FkF1w,1.0
KqhvtfJITeZDVubTnMVAlg,yrC2AxuY3wXNodbuClLRGg,0.5
Kr4HUtvJ8zRjCqbCJRSSSQ,lZYsctpn-T7CXKovi7RbSA,0.5
Kr5k9eEm-2dGBGGlF2HvaQ,hamdxLntv7uASAmOSKBLig,0.5
KsQaRX0MdKULW2nMj5NoLA,Xz2-hU3EYTgxGT3AOqJp5g,0.5
Kws-gPJjF4RxLxJE_2BjKQ,o5Mofj5KJkYAMs_fhxftpg,0.5
Kws-gPJjF4RxLxJE_2BjKQ,xistlMeIIjG21z2SaWvfVQ,1.0
Kx0MUrNQ737s-VVElk6Vig,t7-AuzRrUUWrxp1GNrIDtg,0.5
Kx0MUrNQ737s-VVElk6Vig,uPtSHqkT9aNrXNJdVBoq9Q,0.5
L5AFqx596wakqPkzqfRzTw,TPwDHfgelf89BDodmVJB6Q,0.5
L5dX210yl63PNOfZJHgUEg,xeIIyOCTpeKUZx5cV9gTkQ,0.5
LBWpLNSLTKZMrLWmaur42g,_FP4CBz5D8V4_3dtex9_iw,0.5
LGr-R8TgRF7rAYhSRlw_Tw,qh5dTNXritViyuqd_Ao6jg,0.5
LdA9FSWSIqj-6_fQw1mLdA,_HhZV5S7sypfcE2AcEkL4w,0.5
LdA9FSWSIqj-6_fQw1mLdA,q5O7SDxC6GpThfEdOYKw4A,0.5
LiSt3sVWELm7nfVIKJs0MA,MfT_6sW8qaQwkgbOUHJd2g,0.6
Ljv2PkfTrD_iy-HHqZeXfw,kyGiC1tbPuW9Ux7eV0k7zQ,1.0
Ljv2PkfTrD_iy-HHqZeXfw,x2BXa3KN1DmyT-3Jmel_iQ,0.5
Lm_Oqcg0t04ok7upUSO27A,vgVQFufjuqDaHj19ntOiFw,0.5
LpjoMIMDTr9tagtp1Gb2Dw,ZY5m6GroUZDJWTiInDXFVQ,0.5
LpjoMIMDTr9tagtp1Gb2Dw,gpaydg217YdyG_rwpJaC5w,0.5
LpjoMIMDTr9tagtp1Gb2Dw,vadTcg3fvqiXj0Bh9Lv3zg,0.5
LrOM46V6LRKmDn9-Inmzfg,RoszkOQBaxlMtMTGoM_wUg,0.5
Lwb6bG1Qu3BbW7FJj5suLw,aokqWHt8vMf5iwj8KZZ5eg,1.0
Lwb6bG1Qu3BbW7FJj5suLw,dE_5fWVjBA0W4H7q2iwijQ,0.5
Lwb6bG1Qu3BbW7FJj5suLw,uvVOuCbo4_5z_J5WJVG4QQ,0.5
LyGab6ITDEMDI5E0YcC0Ng,hP2DOm7E2H4P7MOS7XN_SQ,0.5
Lycld8xZmrgbRJD4qDxgGA,wi-T1EAilETniAbuiSBJ2A,0.5
M0ODswbE4cxzoGw6U1L_tg,rERe5n6K1-ASMifvuawx7g,1.0
MDm45O3RLf90hKy-tVsfNg,_HhZV5S7sypfcE2AcEkL4w,0.5
MDm45O3RLf90hKy-tVsfNg,q5O7SDxC6GpThfEdOYKw4A,0.5
MtHG_yRGu4JYGA6GOVMZvg,cTPQYGWHhR0v-t5fKU_mWg,1.0
MtHG_yRGu4JYGA6GOVMZvg,kTvZKyQ28vWeYVKAyq5XyA,1.0
MyC3J3Pnjj9_TaN8xdaSrw,kX0br64oB3_o4TY1F5NXkQ,0.6666666666666666
MyzHX25YsYxrs1G3EVyGSw,zgmslJH4f8rIJ1TKSrx3Uw,0.5
N-U0o7hIKy3Z6KY_O4RuPg,vgVQFufjuqDaHj19ntOiFw,0.5
NAMGicuH3h-wpFjSDBYNNw,d5jY-uA0Zh33oFhENHuEcg,0.5
NH6ryfY5gRpvuUUWnWanAw,Uigx_t_hzoZMlJ04AWWF8Q,1.0
Naa6E0YU0Wr7jCuCE3pYtQ,xqWdZ2pFlo4BatphZSZlOQ,0.5
NdQzxU4hHk25mUoltnw4wg,Wj-73Uu3U79CGK_H_kyAsg,1.0
NmPAn3xjGiTuJxyT5bxvjQ,jTyWJF78L8GfZ_EB6KwKDg,1.0
Nn2X-kVJuBjGogWT4CQhSQ,xEPqWQlc77wzroKW5EbfGA,0.5
NoDhna4BsDhcl7xRPmZJzQ,toQVcwfnNn0iNqM1p0IjMw,0.5
NyK0QIKYxmoCCwQED1-Aug,hHCrU2X15lTG0PGrhc4KJw,0.5
O2VozrKsEGiAXDxxK8-_Ig,eVJGuoslmQyurMlIgc6MiQ,1.0
ODDANIIoWX3dswrdAsGeFw,P9pBzaqo9m6QIhlRRSqoMA,1.0
OH0LxbsALqY9vk5dMKCZ3g,hQ1MOXOV5GBjAJv9W88lwQ,1.0
OMdr6Y6Z01lKXKVb-iGJ_g,rIjIojn_e10JFg9nuKc_6Q,0.5
OVydHLy4n5fn_o1zOPbB9g,xEuBPTBLv16vNvHg_4DTHQ,0.5
OhaPJVEl66X3BljYTOkbHw,VsajJw_iaIvVbxQ0aWCTxg,0.5
OjUCIepQRbJPw6dmovxt2Q,bOso8pNCnJuFFymNbiNY0g,0.5
P3Nl2QTfUtoe8-alSSh-9w,fKZJdcRb6MpyfZSiRis5Ww,0.5
PBmfdx-tC2D54FI3HtcKww,pVLZQRs67CF4gZCEYCe_3Q,0.5
PJOIEJgVVjh9KDBlVwjzQw,REamBh8h57vu2NDtUNq8EQ,0.5
PJ_a2Ba2ZtztebTC9WakWQ,zGlwUC9fSmpaWT1i60saDw,0.5
PL9xKgFL9FB8wDQ9AKrm4g,R9TTzn-Q31vSeFywvVZoTw,1.0
PL9xKgFL9FB8wDQ9AKrm4g,XiQ9tKLLEPpDPlAUu40jrg,0.5
PNaEe5K_wpSWF8kqwUYMgw,ta5soWHhQeNfkbw5kBhFjA,0.5
PVe9mHxZTmZ_BrIP3URktg,_yVbVcc5QqtQk0vvQ-T2oA,1.0
PcfFrGL6NgS0gqneNE8R0A,Pcij9Zvllmj-oge8N-uSzg,0.5
PcfFrGL6NgS0gqneNE8R0A,hqWNpbCEzt7EzUeWkDqjBA,0.5
Pcij9Zvllmj-oge8N-uSzg,YJ6co6ywD4OeftiVIiJMKQ,0.5
Pcij9Zvllmj-oge8N-uSzg,hqWNpbCEzt7EzUeWkDqjBA,1.0
Pcij9Zvllmj-oge8N-uSzg,l2kzkT3iw10kIq2nIWRbgQ,0.5
PgMt7JtwUB-QUoRZAbwUng,a9KUNRphQVLeCsC3RAEQPA,0.5
PgMt7JtwUB-QUoRZAbwUng,zrtRx2bm55zVeYIpzLLm3w,0.5
PvbUrJ7ZM-h1HQp9RoicIg,Rkm9dnwVK376jSOIytmhHg,0.5
Q3CQumXTxIPC0wecw3-C_Q,VdWMXE1mw1-XeAYlq2T4xQ,0.5
QS7_BPmaBNvznOMhcVBemg,tzLBPCVz6uB7vWgDTU6Ujw,0.5
QbOX7RjK_LUcvruRgbXlsg,e9gaoUQEws5tmQROZodZMg,0.5
QbOX7RjK_LUcvruRgbXlsg,pif8Io-Jn2veckVGzkEyJw,0.5
QcYFioyAmGhub0Q6x8bqLg,QrTL50teau4rhLOey5_-SQ,0.5
QeyLKrpD_F_D5QlPb9MrdQ,obUj6W57aPeGoiIYuayrCQ,0.5
QqVfWRqOO_exljN8IWgeLQ,XguKrY0dAuaK1W6HUlUQ1Q,1.0
QqVfWRqOO_exljN8IWgeLQ,YTmnXQxBuNwU_L3uQGH2-A,0.5
QqVfWRqOO_exljN8IWgeLQ,yDk_gqG_h24zqu4dGp6Mkw,1.0
QsTvAXqop2GiShH5VTpZ9w,vKYlrQuSymwOveLh9KxNYA,1.0
QvsNq6x0kQN0cK7emBpAJQ,VsajJw_iaIvVbxQ0aWCTxg,0.5
R98xd_D7pRDOFsLd_EOymQ,oxhDYYzWZiOhAy3Q-YLIJA,0.5
R98xd_D7pRDOFsLd_EOymQ,zSETUaH_YvQ7u-OsNYmVUg,1.0
R9TTzn-Q31vSeFywvVZoTw,XiQ9tKLLEPpDPlAUu40jrg,0.5
RHhjgjO1gVmO_xGCUYqLwA,jtvy90-8KNih9-LanDTiOg,0.5
RN3iw6o5FZXRuZfjI5ojFg,V57p_HiFzTokk_7nRO4weA,0.5
RN3iw6o5FZXRuZfjI5ojFg,rPeHN1B8FyYzI7GzVFam3w,0.5
RN3iw6o5FZXRuZfjI5ojFg,ugIDAeQPfKs9GVBaPUSBkA,0.5
RaXras2GhbluJs68TSC3Bg,vs8orAK8nDXFxFiIfv0yYQ,0.5
RcpBuH5LHNj1v9MT1JK22w,_C-KsbyON91RH6cWKUfT5g,0.5
RcpBuH5LHNj1v9MT1JK22w,mX9wWpoz1x6-snTvxlIOOg,0.5
Rj7ph5EHlpIbRrSNXDy87w,gwOkvJJcIewDF7aZh_VMBQ,0.5
RofPcfgxItpYw1eQ3e1Hjw,X4Xn690XJMxIVdyjTYhsEA,0.5
RofPcfgxItpYw1eQ3e1Hjw,u_MdwAj7eGenc0YhqQy6nA,0.5
S4AoACdQHexs4tMiodZiYg,VdWMXE1mw1-XeAYlq2T4xQ,0.5
S4AoACdQHexs4tMiodZiYg,guKEIlmotSbtbi500bQNXA,0.5
S7TY9oCMqK-TffWrygetcw,eJtmOfqwGj5sYKQrB01oWQ,0.5
SEGOA4olYPMlfA45H3gF0g,yzAB_pRwk8FJl3aILiiySA,0.5
Sb1zux3s-WoarWD_gcehjw,WLu8QHuN6zjlBEJ7HXIg1Q,0.5
Syy4Gr1JrxICbiDm64go3Q,oWlw9371cuPN-dQ-VEwgYg,0.6
T6pBz7Je2Bxz-Du_31LOwQ,dwAPMrdLwSn1KCsJzz_oLA,0.5
T6pBz7Je2Bxz-Du_31LOwQ,rbj35x4jeuY5Anhmxx-TKg,0.5
T6pBz7Je2Bxz-Du_31LOwQ,unVOwNGRAM9_Btgfw52LpQ,0.5
TBBeSHTGuaK9Jv09j3iDuA,bhbJgoaQc23cfNAYSrHoZg,0.5
TBBeSHTGuaK9Jv09j3iDuA,tpGXuR5HYhzpCYtzqkxGCA,0.5
TG6m1XuLFgbYRGo-4CD9Hg,hnMdGajgg2083rWrxDb50g,0.5
TORYrU3gRwjncwQ0UOLGrg,UTzysylxduapn0GmlVa3Ew,0.5
Teo0RZJg-zTFiH61JP3ZGA,nFwhNevX1CuFp04Qlcpl6g,0.5
TjFD20gLdpHoqhnPdyzMnw,li5_YJhPbd4NKym2ThmY7Q,0.5
TlFowSzpX0k-urEBJlT8UA,_faNGF9a6X9Us1k-9XFsfQ,0.5
Ts06pljQ5-XMtwTmzjCkFA,XNqfEq_CVYltOfg4aUMQrw,0.5
TsWkDnmXjvXDtSeuSJzwyQ,UaL6yRGSv9fYCyn2DJLu8w,0.5
TsWkDnmXjvXDtSeuSJzwyQ,peLVrfhLlWf_vVCFwN_Ghw,0.5
U0eUwTGWDBVdE67qVHYEjQ,bjnoRbgX9iNob7XpXdiPYA,0.5
UDninOBVbW1aFSRvxRW32w,WcHTXumqKMt0WdF-9RWljw,0.5
UOK4ARjGtOtfYZSIm57ROw,_0d-uqjdfeL23s2xgje4Pw,0.6666666666666666
UOK4ARjGtOtfYZSIm57ROw,_HhZV5S7sypfcE2AcEkL4w,0.5
UOK4ARjGtOtfYZSIm57ROw,q5O7SDxC6GpThfEdOYKw4A,0.5
URCmJ-uP_2FyHrShsRPycA,kTTpBCzK-xeI3yESKIFuUg,1.0
UbycymnVPeXDpKCgMssZhA,hntnEJN_wGWG7KQjZ4aVLQ,0.5
UirWbEXBYqw9cE63Ph-Png,WEs9MN1M6tixwEz844jCUw,0.5
UirWbEXBYqw9cE63Ph-Png,j6MtKpKdqZC2wXnQetGBIQ,0.5
UjNhSbSZl0TyDuDLSpo12Q,db46vGD3SOexBVY8bNLWBQ,1.0
V57p_HiFzTokk_7nRO4weA,XxvyLuorygB8u0XBIDwKjQ,0.5
V57p_HiFzTokk_7nRO4weA,cOqd9ou3uf-1k3OWFo-_CQ,0.5
V57p_HiFzTokk_7nRO4weA,mO786Fl-KJV82FrW00RzBw,0.5
V57p_HiFzTokk_7nRO4weA,rPeHN1B8FyYzI7GzVFam3w,1.0
V57p_HiFzTokk_7nRO4weA,tRdVEMAtQRdz-Cgw-ff4-A,0.5
V57p_HiFzTokk_7nRO4weA,ugIDAeQPfKs9GVBaPUSBkA,1.0
V57p_HiFzTokk_7nRO4weA,z65wZ11iw7Y-WBZ9UDZhnA,0.5
VAk486TtnAnQZa9sCsNBwQ,zRth6wH1D21hrpUdCc9Vkw,0.5
VPSgUyHuxUXhYTcPgGjiDA,epWC7CGRbNHkXM7G2ulYzQ,0.6
VVkO08qlcTCkCq6t5gLcpw,k441Clzdv9Ia4QZanEne3g,0.5
VYp2vOy8n8OSeFsngKRwsw,zlQMtbgJVzXMRy3cIHww1Q,0.5
Vj-QgRXDpCm7vLBBSckx8g,fP7IcL8MLacdVCTGwn8xZg,0.5
VpFUraD3fuFY9qCcvgMntA,h-1cbSCEMQlf3ampVX6pLw,0.5
W0WzUvhJpldw17kDtCQk-g,fyC9gornWONtfkVEO4pqbw,0.5
W44UUsJYgr7yHBs3sjUMXA,wtE6O9u1ni81T_TW27uYgQ,0.5
W8mEfy_DuWDpxS7ub8q3iw,aK2nwA5u7-WXbCoh2zH1bQ,0.5
W98fZXdlQIUBRjWah7U-ng,xD0qY7CyI2PCcr0lvVp9-A,0.5
WEs9MN1M6tixwEz844jCUw,hEtb2D81MtRfKuAd1FdV6w,0.5
WEs9MN1M6tixwEz844jCUw,j6MtKpKdqZC2wXnQetGBIQ,1.0
WvkxYyA1fXDPDyqIVn8zBQ,fuCpY7v9ayBi8d90B1EGEQ,0.5
WvkxYyA1fXDPDyqIVn8zBQ,uyFQv-D-E5JfNIu3_xOVww,1.0
X8vBib9PoVh-jagZlpG2dA,ssbvut8dheDwi_ydpn1KNA,0.5
XINJ-vDLuS9gqyAcopeyKQ,qGW6A2w5E0rfQV-0f5jrVQ,0.5
XNFA-aJFX8IQjol8Dg6GnA,dOEMnyvSk8njKJfqsDaqMA,1.0
X_3YHo0kMRrgTG1G1saOmA,cTqIuG-fvlQQL0OWzsFdig,0.5
XdfYrFt4tkHn3TZWtBPDWw,eNfSygNzzmwR33QXpfC-Qg,0.5
XguKrY0dAuaK1W6HUlUQ1Q,YTmnXQxBuNwU_L3uQGH2-A,0.5
XguKrY0dAuaK1W6HUlUQ1Q,yDk_gqG_h24zqu4dGp6Mkw,1.0
XxvyLuorygB8u0XBIDwKjQ,rPeHN1B8FyYzI7GzVFam3w,0.5
XxvyLuorygB8u0XBIDwKjQ,ugIDAeQPfKs9GVBaPUSBkA,0.5
YJ6co6ywD4OeftiVIiJMKQ,hqWNpbCEzt7EzUeWkDqjBA,0.5
YTmnXQxBuNwU_L3uQGH2-A,yDk_gqG_h24zqu4dGp6Mkw,0.5
YXwYUDFAQD1sNm2c_5rT7g,_JerBc7MgOit4xrZvuYIvA,0.5
Z7r_FJXEyfyvVsyv2y7gFQ,lrrUyxzlvqp-niBEj6_6dg,0.5
Z7r_FJXEyfyvVsyv2y7gFQ,tjM2CZqRJ17oFapBTmGovw,0.5
ZGIkQIh3KTLM1yOCNpvU5Q,aELkI0mfF1EbQo_m44vEKg,0.5
ZKvbVqYc2OsqXSlYlNsBGA,pFPryJ4XEzuiBnaUu5LINg,0.5
ZY5m6GroUZDJWTiInDXFVQ,gpaydg217YdyG_rwpJaC5w,1.0
ZY5m6GroUZDJWTiInDXFVQ,vadTcg3fvqiXj0Bh9Lv3zg,1.0
ZY5m6GroUZDJWTiInDXFVQ,wvV-mcM-Djgv6Z29rnwlVg,0.5
ZZ21awWC5fw0f0Ip2lM8xQ,gp0lkqiaQ-LQFUPwztYl0Q,0.5
ZZ21awWC5fw0f0Ip2lM8xQ,owV0aSgh4t_9aG56iPxGEw,0.5
ZZ5KRLz9TuNs66Y2KYsxRg,uLgtYu92vV5vosltpBP_hg,0.5
ZZ5KRLz9TuNs66Y2KYsxRg,x_qKFuYPAAO28E7tQGXZaQ,1.0
Zgw8DXu5nApQwq6VLEsflg,rqXZ8f13wnGL03AhkhfDiA,1.0
ZlCSsWS07JulSBIQlrbF5w,bQ8ndy52Rcdv3uYvoJWQ_w,0.5
ZtBW0tQrqdIg4U303IFJGQ,zohR5_VezlcJvhMdp0NXEg,0.5
_0N_Ztu6nOI7QmhIUNsqVQ,fwznZTqJ4bVOfMCOniHCxg,0.5
_AqONUa91mBuuxS4bgSRBA,v2R_QhaLPvxKbdpJp8lPdA,1.0
_C-KsbyON91RH6cWKUfT5g,mX9wWpoz1x6-snTvxlIOOg,1.0
_GQtY4e4mwQlm-f3DwCIDw,bKkg_SW-lWU2XDNVodksOg,0.5
_HhZV5S7sypfcE2AcEkL4w,dutu1EkjTaTiLmBIkOAeqw,0.5
_HhZV5S7sypfcE2AcEkL4w,p2VzdhjSjLMO9198mPEVUA,0.5
_HhZV5S7sypfcE2AcEkL4w,q5O7SDxC6GpThfEdOYKw4A,1.0
_JerBc7MgOit4xrZvuYIvA,pKUFmHLUn1bBVKeEOePgRQ,0.5
_KVi6kbqS_m-PayhRei8UQ,l8WdId8Ya_wtV576khTfsA,0.5
_KyPaRV9LihhWKqylx2Keg,eCRuOGecY2aYqHkGtmE2Mw,1.0
a3hjBPsnpcTpcquQXLeS0w,k441Clzdv9Ia4QZanEne3g,0.6666666666666666
a71tKj0tGDA-dS3yBJaqjw,nG28kqPcAGDgFmnyzfEWXA,0.5
aANR9KZfeCMVF6kMls58Sw,tjM2CZqRJ17oFapBTmGovw,0.5
aK2nwA5u7-WXbCoh2zH1bQ,v73TnB08TylX8dICVHTbFg,0.5
aNgaELztvHgzkGK4HAHYzA,ep3-l1UJJMkKHLLtrh1Uvg,0.5
aokqWHt8vMf5iwj8KZZ5eg,dE_5fWVjBA0W4H7q2iwijQ,0.5
aokqWHt8vMf5iwj8KZZ5eg,uvVOuCbo4_5z_J5WJVG4QQ,0.5
arkOZb9cazVWeoUSCL_2UA,u9Lgh3IH1l_TVEOPZ7YvSg,0.5
aviDjlixlwW2FnK8V1dEnQ,pOAj4Yg5siEGTwxvlYccLw,1.0
azJAJh8oivpsU9HzlLS6EA,fyaURNYm4MCgTIKu64V2fA,0.6666666666666666
b3RN5ZF0F23CpXM9RIL1Zw,crBw_Hq3gCkppirgjnIl4A,0.5
bkh5o6bCzDCovSkRYBsU1w,uzpdcxvlKx5BuoWU3NRHbA,0.5
bkh5o6bCzDCovSkRYBsU1w,xeN57OX3lJfY96nfEx63fg,0.5
br19XpHNLqMuMp1kObb7pg,hU-2Uu8el-PgcE6EXeg3bA,1.0
cOqd9ou3uf-1k3OWFo-_CQ,rPeHN1B8FyYzI7GzVFam3w,0.5
cOqd9ou3uf-1k3OWFo-_CQ,ugIDAeQPfKs9GVBaPUSBkA,0.5
cQvH2Dnj3yf7zafC5a85ow,hD03alkIFsIyoN2rszpeOw,0.5
cS5eXA7BW7I2IxLw-sx9YQ,hbC_iLadZFYVLLO7crmi-A,0.5
cTPQYGWHhR0v-t5fKU_mWg,kTvZKyQ28vWeYVKAyq5XyA,1.0
cmEM2YwTaMoREvxUksco6A,uI85wwAw_SQXyObv-cwfkA,1.0
cmEM2YwTaMoREvxUksco6A,vxVVBGJCrd1F5ELKpFc-Mw,0.5
cn9mCAnqN125EDG-FLP7qg,qUcdv_IREg2KnhqZZB96ug,0.5
d_3T8hgY7PAKGW-t4LCHvQ,eAxG2aLSnxtgBYZGSm0njQ,0.5
d_3T8hgY7PAKGW-t4LCHvQ,r8h3_Chc7davvVelcvV-NQ,1.0
d_3T8hgY7PAKGW-t4LCHvQ,yDfOSuljYJdX9zftLbTbxw,1.0
dutu1EkjTaTiLmBIkOAeqw,q5O7SDxC6GpThfEdOYKw4A,0.5
e0kSnKyN5d5nJ4nwnkX3YQ,tMKblwX0CeCDZbCz6ruyPg,0.5
eAxG2aLSnxtgBYZGSm0njQ,r8h3_Chc7davvVelcvV-NQ,0.5
eAxG2aLSnxtgBYZGSm0njQ,yDfOSuljYJdX9zftLbTbxw,0.5
eNfSygNzzmwR33QXpfC-Qg,tvhcshPITUGa_ffUlU-BHA,0.5
ede2MkaohtkWU4GtrgdfsQ,zm8u9z2KCwEkNiCD59UQ3Q,0.6666666666666666
ep3-l1UJJMkKHLLtrh1Uvg,gtqtnzgzDCWVFi298dIvow,0.5
fJDv3U-BlFtaIjqBbzD3LA,iht90lGQE6FSbyvC6mi-WA,1.0
fKfmHoSI87sq1H6LT1eXmA,tr_VNfk6Q0fUfdwrkQEgQQ,0.5
fOqRkFQNazfaAkH2eD_G6Q,hjABTon2vVSrfjL5o9_CGw,0.5
fOqRkFQNazfaAkH2eD_G6Q,t_XpjR3_Cf7r9tj3w3vAbw,0.5
fOqRkFQNazfaAkH2eD_G6Q,wuuJhxMDAj5gGVdvobGHJg,0.5
fQguRJYXGmYa4mFcpyhHmg,mWEltFSw33nARGPLvZiAJw,1.0
fZ8yXYcTV7VOzNd0Zaoe3Q,gm9DafmhqshATPAcjlbe0Q,0.5
fZ8yXYcTV7VOzNd0Zaoe3Q,tnb-T2Yagbh7ZknOrhSQXQ,0.5
fZ8yXYcTV7VOzNd0Zaoe3Q,wvV-mcM-Djgv6Z29rnwlVg,0.5
fp1AV66Uq9mo_9ZhZIIpcQ,jH6h0yH0EMqq3h-8T0q-ig,0.5
fuCpY7v9ayBi8d90B1EGEQ,uyFQv-D-E5JfNIu3_xOVww,0.5
g-2x3EOwRYMezkSS_lIdxw,vrSJPjntzfCPgogFPSCHiA,0.5
g5yxZhX-szx9iI4p5TjrzQ,jUJxyS-gvO2ICsU0p4zqEA,0.5
g6L-oVN4geIRdABs8we-zw,hamdxLntv7uASAmOSKBLig,0.5
gJud4JjLUyEwtUSKslsnjg,s1caSnyNUm_IFRAzHkGiQA,0.5
gThcxl68mcV1W_n5p6wTJw,xnEZ2SPQ_wBzIUoCV6I3AA,0.5
gdPvWf5FQhHVeeUofY7_zg,gr6bEDPxHj5gPL1AfELTmA,0.5
gdPvWf5FQhHVeeUofY7_zg,zJRJX2-xnxHCUXA5WbBYPA,0.5
gfvjmYS2BtjXs7K0aN1SYw,qaJ-HewyVAQCQ8C_KveZ4g,0.5
gfvjmYS2BtjXs7K0aN1SYw,xswOBJzAg4MtfDjbYWjx1A,0.5
gpaydg217YdyG_rwpJaC5w,vadTcg3fvqiXj0Bh9Lv3zg,1.0
gpaydg217YdyG_rwpJaC5w,wvV-mcM-Djgv6Z29rnwlVg,0.5
gqRfs-c6gx_tcIx63Fx4OQ,rfvdrAv1yq5_5mFl-aOAdg,0.6
guKEIlmotSbtbi500bQNXA,ue57ImD1-0968ttuTGRvaA,0.5
